Accession	Name	Description	ID
ARO:3004505	MCR-3.5	An MCR-3 phosphoethanolamine transferase and polymyxin (colistin) resistance gene variant identified from an extensively-resistant Escherichia coli clinical isolate.	42213
ARO:3004506	MCR-1.10	An MCR-1 phosphoethanolamine transferase and polymyxin (colistin) resistance gene variant identified from an Escherichia porcine isolate in Great Britain.	42214
ARO:3004507	MCR-1.9	An MCR-1 phosphoethanolamine transferase and polymyxin resistance gene variant identified from an enterotoxigenic Escherichia coli clinical isolate.	42216
ARO:3004508	MCR-3.9	An MCR-3 polymyxin (incl. colistin) resistance gene variant isolated from an Aeromonas isolate	42217
ARO:3004509	MCR-3.8	An MCR-3 polymyxin (incl. colistin) resistance gene variant identified from an Aeromonas isolate	42218
ARO:3004510	MCR-3.7	An MCR polymyxin (colistin) resistance gene variant identified in Aeromonas	42219
ARO:3004511	MCR-3.2	An MCR-3 polymyxin resistance gene variant identified in a colistin-resistant Salmonella isolate from Canada, located on an IncHI-2 plasmid	42220
ARO:3004513	MCR-1.6	An MCR-1 polymyxin resistance gene variant identified from colistin-resistant Salmonella enterica (serovar typhimurium) isolate, carried by an IncP plasmid.	42222
ARO:3004514	MCR-1.3	An MCR-1 polymyxin resistance gene variant identified from a poultry Raoultella planticola isolate	42223
ARO:3004515	MCR-1.4	An MCR-1 polymyxin resistance gene variant identified from a colistin-resistant Escherichia coli isolate.	42224
ARO:3004516	MCR-8.1	A novel phosphoethanolamine transferase and mobile colistin resistance gene identified from carbapenem-resistant NDM-1-producing Klebsiella pneumoniae.	42225
ARO:3004517	MCR-7.1	A novel plasmid-mediated colistin-resistant phosphoethanolamine transferase identified from a poultry isolate of Klebsiella pneumoniae	42226
ARO:3004519	MIC sign	MIC sign (>, <, =) of the MIC value	42389
ARO:3004520	>	Greater than MIC value.	42390
ARO:3004521	<	Less than MIC value.	42391
ARO:3004522	=	Equal to MIC value.	42392
ARO:3004523	MIC range	MIC is a range of two MIC values (e.g., given 10 clinical isolates with a resistance determinant, there are 5 that have an MIC of 25ug/mL and 5 that have an MIC of 100ug/mL agaisnt tobramycin)	42393
ARO:3004524	strain type	Strain type used for antibiotic susceptibility testing.	42394
ARO:3004525	resistance determinant in strain	Resistant determinant is identified in strain without any experimental methods.	42395
ARO:3004526	deletion of resistance determinant	Experimental deletion of resistance determinant in the chromosome of the strain initially with this resistance determinant.	42396
ARO:3004527	deletion of resistance determinant with plasmid harbouring resistance determinant	Experimental protocol where there is a deletion of resistance determinant and the transformation of a plasmid harbouring resistance determinant into the same strain.	42397
ARO:3004528	plasmid harbouring resistance determinant	Experimental procedure where plasmid harbouring a resistance determinant is transformed into a strain.	42398
ARO:3004529	resistance determinant not in strain	Without any experimental protocol, the resistance determinant is absent from the strain.	42399
ARO:3004530	insertion of resistance determinant	Experimental insertion of resistance determinant in the chromosome of the strain initially without this resistance determinant.	42400
ARO:3004531	strain	Specific strain of bacteria that was used to perform the antibiotic susceptibility test.	42401
ARO:3004532	strain source	Source of the strain used in the antibiotic susceptibility test (e.g., clinical, environmental, agriculture)	42402
ARO:3004533	clinical source	Strain isolated in a clinical setting (e.g., from a patient)	42403
ARO:3004534	environmental source	Strain collected from environment (e.g., soil, water)	42404
ARO:3004535	agricultural source	Strain collected from agricultural setting (e.g., chicken, pig)	42405
ARO:3004536	antimicrobial susceptibility test control	The control of the antibiotic susceptibility testing, whether there was an experimental control (same strain, with and without resistance determinant) or if there was a group of clinical isolates found to have a resistance determinant compared against a strain without that resistance determinant.	42406
ARO:3004537	experimental control	Antimicrobial susceptibility testing was performed on the same strain with and without a resistance determinant.	42407
ARO:3004538	correlative control	Antibiotic susceptibility testing is performed on a group of clinical isolates with a resistance determinant compared to different strains that do not have this resistance determinant. No experiment was performed to delete / insert the resistance determinant to determine antibiotic susceptibility using the same genetic background.	42408
ARO:3004539	mphH	A chromosomal macrolide 2'-phosphotransferase and resistance gene identified from a Brachybacterium faecium cave isolate	42409
ARO:3004540	experimental source	Source is an experimental, commonly used lab strain (e.g., P. aeruginosa PAO1).	42411
ARO:3004541	mphK	A chromosomal macrolide phosphotransferase identified from Bacillus subtilis	42412
ARO:3004542	mphN	A macrolide phosphotransferase identified on a plasmid in Exiguobacterium	42414
ARO:3004543	mphO	A chromosomal macrolide phosphostransferase identified in Brachybacterium paraconglomeratum	42415
ARO:3004544	mphJ	A chromosomal macrolide phosphotransferase identified in Brevibacillus brevis VM4.	42417
ARO:3004545	ADC beta-lactamase with carbapenemase activity	ADC beta-lactamase enzymes with demonstrable carbapenemase activity, an exception amongst these enzymes.	42444
ARO:3004546	Campylobacter jejuni 23S rRNA with mutation conferring resistance to erythromycin	Point mutations in the 23S ribosomal RNA domain of Campylobacter jejuni which confer resistance to macrolide antibiotics, including erythromycin.	42445
ARO:3004547	dfrA6	A dihydrofolate reductase and antibiotic resistance gene identified from an integron in Vibrio cholerae	42450
ARO:3004548	dfrA9	A dihydrofolate reductase and trimethoprim resistance gene identified from porcine isolates of Esherichia coli	42451
ARO:3004549	dfrB5	A dihydrofolate reductase and trimethoprim resistance gene identified from an integron in Pseudomonas aeruginosa	42452
ARO:3004550	dfrA27	A dihydrofolate reductase and trimethoprim resistance gene from non-O1, non-O139 Vibrio cholerae	42453
ARO:3004551	dfrA28	A dihydrofolate reductase and trimethoprim resistance gene from Aeromonas hydrophilia	42454
ARO:3004552	dfrA30	A dihydrofolate reductase and trimethoprim resistance gene from Klebsiella pneumoniae	42455
ARO:3004554	dfrA29	A dihydrofolate reductase and trimethoprim resistance gene isolated from canine Escherichia coli infection	42459
ARO:3004555	dfrA32	A dihydrofolate reductase and trimethoprim resistance gene identified from non-typhoidal multidrug-resistant Salmonella enterica	42460
ARO:3004556	dfrB7	A dihydrofolate reductase and trimethoprim resistance gene identified on an integron in multidrug-resistant gram-negative bacteria	42461
ARO:3004558	CAM beta-lactamase	CAM (Central Alberta Metallo) beta-lactamases are class B metallo-beta-lactamases and carbapenemases found to confer resistance to broad spectrum antibiotics in Pseudomonas aeruginosa.	42464
ARO:3004559	CAM-1	CAM-1 is a CAM (Central Alberta Metallo) beta-lactamase and carbapenemase identified from 4 clinical isolates of Pseudomonas aeruginosa from a Canadian hospital	42465
ARO:3004560	murG transferase	murG acetylglucosaminyltransferase enzymes inhibited by vancomycin. Mutations in murG confer resistance to vancomycin through antibiotic target alteration.	42466
ARO:3004561	Clostridioides difficile murG with mutation conferring resistance to vancomycin	Mutations in murG which confer resistance to vancomycin in Clostridioides difficile	42467
ARO:3004562	Clostridioides difficile gyrB conferring resistance to fluoroquinolones	Point mutations in gyrB of Clostridioides difficile conferring resistance to fluoroquinolone antibiotics	42469
ARO:3004563	Clostridioides difficile rpoB with mutation conferring resistance to rifampicin	Point mutations in the rpoB region of Clostridioides difficilewhich confer resistance to rifampin and rifampicin antibiotics	42470
ARO:3004564	beta-lactam potentiator	Beta-lactam potentiators are a type of resistance-modifying agent (RMA) which do not impose antibacterial or beta-lactamase inhibitory ability on their own, but improve the performance of antibiotic drugs, specifically beta-lactams.	42471
ARO:3004565	tetracyclic indoline	A class of resistance-modifying agents and beta-lactam potentiators which selectively potentiate beta-lactam antibiotics, specifically Amoxicillin-clavulanic acid, in methicillin-resistant Staphylococcus aureus (MRSA) without their own antimicrobial activity.	42472
ARO:3004566	Rifalazil	Rifalazil is a rifamycin derivative antibiotic, sometimes used for treating Clostridioides difficile infections.	42473
ARO:3004567	Ramoplanin	Ramoplanin is a glycolipodepsipeptide antibiotic derived from gram-positive Actinoplanes used to treat infection with Clostridioides difficile	42474
ARO:3004568	dfrA18	A trimethoprim-resistant dihydrofolate reductase identified from Vibrio cholerae	42475
ARO:3004569	ICR-Mo	A chromosomally-encoded colistin resistance phosphoethanolamine (PEtN) transferase of Moraxella osloensis. ICR-Mo represents the closest known ortholog to the colistin resistance MCR-1 and MCR-2 PEtN transferases	42477
ARO:3004570	PNGM beta-lactamase	PNGM is a family of metallo-beta-lactamases first identified from a deep-sea sediment metagenome and shown to reduce antibiotic susceptibility by hydrolysis of penicillins, carbapenems and extended- and broad-spectrum cephalosporins.	42479
ARO:3004571	PNGM-1	PNGM-1 is a subclass B3 metallo-beta-lactamase first identified from a deep-sea sediment meta-genome. PNGM-1 is shown to reduce susceptibility to extended- and broad-spectrum cephalosporins, carbapenems, and penicillins. PNGM-1 is a novel metallo-beta-lactamase which predates the current antibiotic era.	42480
ARO:3004572	Staphylococcus aureus LmrS	MFS transporters are secondary active transporters with single-polypeptide chains containing 400-600 amino acids that transport small solutes across the membrane by using electrochemical gradients. LmrS has 14 transmembrane helices and, when expressed in E. coli, is capable of extruding a variety of antibiotics inclinding linezolid, trimethoprim, florfenicol, chlorampheniocol, erythromycin, streptomycin, kanamycin, and fusidic acid	42486
ARO:3004573	Acinetobacter baumannii AbaF	Expression of abaF in E. coli resulted in increased resistance to fosfomycin.	42487
ARO:3004574	Acinetobacter baumannii AbaQ	AbaQ is an MFS transporter mainly involved in the extrusion of quinolone-type drugs in A. baumannii	42490
ARO:3004575	S-adenosylmethionine (SAM) superfamily	Members of the radical SAM superfamily are involved in a wide variety of reactions, including unusual methylations, isomerization, sulfur insertion, ring formation, anaerobic oxidation, and protein radical formation.	42492
ARO:3004576	tet(61)	A tetracycline-resistance ribosomal protection protein	42495
ARO:3004577	Acinetobacter baumannii AmvA	AmvA has 14 alpha-helical transmembrane segments, qualifying it as a member of the DHA2 transporter family of the major facilitator superfamily (MFS). When AmvA was expressed in E. coli,  the cells had at least four-fold decreased susceptibility to erythromycin, acridine orange, acriflavine, deoxycholate and methyl viologen. AmvA from the AC0037 strain of A. baumannii was tested.	42497
ARO:3004578	Acinetobacter baumannii AbuO	AbuO is akin to the TolC outer membrane efflux protein. Deletion in A. baumannii results in increased susceptibility to antibiotics including amikacin, carbenicillin, ceftriaxone, meropenem, streptomycin, and tigecycline as well as disinfectants benzyalkonium chloride and chlorhexidine [PMID25512405].	42502
ARO:3004580	Klebsiella pneumoniae KpnE	KpnE subunit of KpnEF resembles EbrAB from E. coli. Mutation in KpnEF resulted in increased susceptibility to cefepime, ceftriaxon, colistin, erythromycin, rifampin, tetracycline, and streptomycin as well as enhanced sensitivity toward sodium dodecyl sulfate, deoxycholate, dyes, benzalkonium chloride, chlorhexidine, and triclosan	42506
ARO:3004581	tet(48)	A tetracycline inactivating enzyme. A flavoenzyme capable of degrading tetracycline antibiotics.	42510
ARO:3004582	tet(49)	A tetracycline inactivating enzyme. A flavoenzyme capable of degrading tetracycline antibiotics.	42512
ARO:3004583	Klebsiella pneumoniae KpnF	KpnF subunit of KpnEF resembles EbrAB from E. coli. Mutation in KpnEF resulted in increased susceptibility to cefepime, ceftriaxon, colistin, erythromycin, rifampin, tetracycline, and streptomycin as well as enhanced sensitivity toward sodium dodecyl sulfate, deoxycholate, dyes, benzalkonium chloride, chlorhexidine, and triclosan.	42513
ARO:3004584	tet(50)	A tetracycline inactivating enzyme. A flavoenzyme capable of degrading tetracycline antibiotics.	42514
ARO:3004585	Klebsiella pneumoniae KpnEF	KpnEF resembles EbrAB from E. coli. Mutation in KpnEF resulted in increased susceptibility to cefepime, ceftriaxon, colistin, erythromycin, rifampin, tetracycline, and streptomycin as well as enhanced sensitivity toward sodium dodecyl sulfate, deoxycholate, dyes, benzalkonium chloride, chlorhexidine, and triclosan.	42515
ARO:3004586	tet(51)	A tetracycline inactivating enzyme. A flavoenzyme capable of degrading tetracycline antibiotics.	42516
ARO:3004587	tet(52)	A tetracycline inactivating enzyme. A flavoenzyme capable of degrading tetracycline antibiotics.	42517
ARO:3004588	Klebsiella pneumoniae KpnG	KpnG consists of ~390 residues and resembles EmrA of E. coli. Disruption of the pump components KpnG-KpnH signficantly decrease resistance to azithromycin, ceftazidime, ciprofloxacin, ertapenem, erythromycin, gentamicin, imipenem, ticarcillin, norfloxacin, polymyxin-B, piperacillin, spectinomycin, tobramycin, and streptomycin	42518
ARO:3004589	tet(53)	A tetracycline inactivating enzyme. A flavoenzyme capable of degrading tetracycline antibiotics.	42519
ARO:3004590	tet(54)	A tetracycline inactivating enzyme. A flavoenzyme capable of degrading tetracycline antibiotics.	42520
ARO:3004591	tet(55)	A tetracycline inactivating enzyme. A flavoenzyme capable of degrading tetracycline antibiotics.	42521
ARO:3004592	erm(32)	erm(32) is a rRNA methyltransferase. Encodes methyltransferases that modify 23S rRNA.	42522
ARO:3004595	erm(45)	Erm45 is an rRNA methylase that confers resistances to macrolide, lincosamide, and streptogramin B.	42525
ARO:3004596	erm(46)	erm(46) is transferable determinant that confers resistance to macrolides.	42527
ARO:3004597	Klebsiella pneumoniae KpnH	KpnH consists of ~511 residues, resembles EmrB of E. coli, and is probably a translocase in the KpnGH-TolC efflux protein in K. pneumoniae. Disruption of the pump components KpnG-KpnH signficantly decrease resistance to azithromycin, ceftazidime, ciprofloxacin, ertapenem, erythromycin, gentamicin, imipenem, ticarcillin, norfloxacin, polymyxin-B, piperacillin, spectinomycin, tobramycin, and streptomycin.	42528
ARO:3004598	Klebsiella pneumoniae KpnGH-TolC	Disruption of the pump components KpnGH signficantly decrease resistance to azithromycin, ceftazidime, ciprofloxacin, ertapenem, erythromycin, gentamicin, imipenem, ticarcillin, norfloxacin, polymyxin-B, piperacillin, spectinomycin, tobramycin, and streptomycin	42529
ARO:3004599	clcD	clcD gene can provide resistance to representatives of five of the six antibiotic groups previously shown to be affected by Cfr.  clcD was originally found in Clostridioides difficile and is cfr-like.	42532
ARO:3004600	LnuH	LnuH is a lincosamide nucleotidyltransferase transferase	42533
ARO:3004601	LnuP	LnuP is a lincosamide nucleotidyltransferase major efflux facilitator	42534
ARO:3004603	tet(56)	A tetracycline inactivating enzyme. A flavoenzyme capable of degrading tetracycline antibiotics.	42545
ARO:3004605	ermZ	ermZ is an methyltransferase modifying 23S rRNA conferring resistance to Spiramycin.	42565
ARO:3004606	erm(40)	erm(40) is an adenine RNA methylase and confers intrinsic resistance in Mycobacteria.	42567
ARO:3004607	Cfr Group	The cfr groups were determined by Candela et al (2017) by determining the phylogenetic relationship using the neighbour-joining method to compare the cfr-like proteins to cfr.	42571
ARO:3004608	EreD	erythromycin esterase protein	42572
ARO:3004609	cfr(B) Group	The cfr groups were determined by Candela et al (2017) by determining the phylogenetic relationship using the neighbour-joining method to compare the cfr-like proteins to cfr.	42573
ARO:3004610	cfr(C) Group	The cfr groups were determined by Candela et al (2017) by determining the phylogenetic relationship using the neighbour-joining method to compare the cfr-like proteins to cfr.	42574
ARO:3004611	Escherichia coli ampC1 beta-lactamase	An ampC-like beta-lactamase identified from Escherichia coli.	42575
ARO:3004612	Escherichia coli ampH beta-lactamase	AmpH is a class C ampC-like beta-lactamase and penicillin-binding protein identified in Escherichia coli.	42576
ARO:3004613	Tet(47)	A tetracycline inactivating enzyme. A flavoenzyme capable of degrading tetracycline antibiotics.	42577
ARO:3004615	ADC-11	ADC-11 is a class C beta-lactamase found in Acinetobacter baumannii	42582
ARO:3004616	Mycoplasma genitalium 23S rRNA mutations confers resistance to fluoroquinolone and macrolide antibiotics	Mycoplasma genitalium strain M6320 contains mutations that lead to resistance to fluoroquinolone and macrolide antibiotics.	42584
ARO:3004617	ADC-30	An ADC beta-lactamase and cephalosporinase from Acinetobacter baumannii	42587
ARO:3004618	ADC-58	An ADC beta-lactamase and cephalosporinase from Acinetobacter baumannii	42588
ARO:3004619	ADC-59	An ADC beta-lactamase and cephalosporinase from Acinetobacter baumannii	42591
ARO:3004620	ADC-60	An ADC beta-lactamase and cephalosporinase from Acinetobacter baumannii	42592
ARO:3004621	AAC(3)-IIe	AAC(3)-IIe is a plasmid-encoded aminoglycoside acetyltransferase in E. coli	42600
ARO:3004622	QnrS10	QnrS10 is a plasmid-mediated quinolone resistance protein.	42603
ARO:3004623	AAC(3)-IId	AAC(3)-IId is a plasmid-encoded aminoglycoside acetyltransferase in E. coli	42605
ARO:3004624	QnrS11	QnrS11 is a plasmid-mediated quinolone resistance protein.	42606
ARO:3004625	QnrS12	QnrS12 is a plasmid-mediated quinolone resistance protein.	42607
ARO:3004626	Erm(49)	Erm(49) is an rRNA methylase gene	42608
ARO:3004627	QnrS15	QnrS15 is a plasmid-mediated quinolone resistance protein.	42611
ARO:3004628	AAC(2')-IIa	AAC(2')-IIa is a kasugamycin 2' N-acetyltransferase protein found in Burkholderia glumae and Acidovorax avenae isolates	42613
ARO:3004629	AAC(6')-Im	AAC(6')-Im is an aminoglycoside acetyltransferase encoded by plasmids in E. coli, and E. faecium	42615
ARO:3004630	Mycoplasma genitalium parC mutations confers resistance to Moxifloxacin	Mycoplasma genitalium exhibits multiple mutations in parC which confers resistance to Moxifloxacin.	42617
ARO:3004631	Mycoplasma genitalium gyrA mutation confers resistance to fluoroquinolones	Mycoplasma Genitalium GyrA mutations confers resistance to fluoroquinolones such as Moxifloxacin.	42620
ARO:3004632	ADC-62	A class ADC beta-lactamase and cephalosporinase from Acinetobacter baumannii	42621
ARO:3004633	ADC-67	A class C beta-lactamase and cephalosporinase from Acinetobacter baumannii	42622
ARO:3004634	ADC-73	A class C ADC beta-lactamase and cephalosporinase found in Acinetobacter baumannii	42623
ARO:3004635	AAC(6')-Il	AAC(6')-Il is an aminoglycoside acetyltransferase encoded by plasmids and integrons in Enterobacter cloaecae and Klebsiella aerogenes	42624
ARO:3004636	qnrE1	qnrE1 is a member of the qnrE family of plasmid-borne (fluoro)quinolone-resistance genes, with chromosomal origins from Enterobacter spp.	42625
ARO:3004637	qnrE2	qnrE2 is a qnrE-member of plasmid-borne (fluoro)quinolone-resistance genes.	42627
ARO:3004638	AAC(6')-Iag	AAC(6')-Iag is an aminoglycoside acetyltransferase encoded by integrons in Pseudomonas aeruginosa	42632
ARO:3004639	Corynebacterium striatum tetA	tetAB genes of the Corynebacterium striatum R-plasmid which encode an ABC transporter and confer tetracycline, oxytetracycline, and oxalic resistance	42633
ARO:3004640	dfrA15b	A dihydrofolate reductase found in Salmonella Enterica.	42648
ARO:3004641	aacA43	aacA43 is an aminoglycoside acetyltransferase encoded by integrons found in Klebsiella pneumoniae, Escherichia coli, and Enterobacter cloaecae	42650
ARO:3004642	dfrA3b	A dihydrofolate reductase that confers resistance to trimethoprim	42653
ARO:3004643	Erm(K)	23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(K) [Bacillus halodurans]	42655
ARO:3004644	dfrA6 from Proteus mirabilis	dfrA6 is a dihydrofolate reductase that confers resistance to trimethoprim.	42657
ARO:3004645	dfrI	dfrI is a dihydrofolate reductase that is resistant to trimethoprim.	42659
ARO:3004647	AQU-2	AQU-2 is a chromosomally-encoded AQU class C beta-lactamase and cephalosporinase from Aeromonas	42664
ARO:3004648	AQU-3	AQU-3 is a chromosomally-encoded AQU class C beta-lactamase and cephalosporinase from	42665
ARO:3004649	cfr(B)	cfr(B) has been observed in mobile genetic elements in E. faecium and Clostridioides difficile and confers resistance to linezolid, clindamycin, erythromycin, chloramphenicol, and retapamulin.	42670
ARO:3004650	tetU	Tetracycline-resistant determinant encoded on the plasmid pKQ10 in Enterococcus faecium	42673
ARO:3004651	lin	Listeria monocytogenes EGD-e lin gene for lincomycin resistance ABC-F type ribosomal protection protein, complete CDS.	42676
ARO:3004652	Erm(O)-lrm	ErmO (gene lrm) lincomycin resistance methylase [Streptomyces lividans].	42681
ARO:3004653	tetR(G)	Class G tetracycline resistance determinant from Vibrio anguillarum	42683
ARO:3004654	Clostridioides difficile 23S rRNA with mutation conferring resistance to erythromycin and clindamycin	SNP causing high-level ERY resistance and low-level CLI resistance.	42686
ARO:3004656	catII from Escherichia coli K-12	catII is a chloramphenicol acetyltransferase. This particular catII is found in E.coli K-12. Confers resistance to chloramphenicol.	42694
ARO:3004657	catA4	catA4 is a chloramphenicol acetyltransferase that confers resistance to chloramphenicol.	42696
ARO:3004658	catA8	catA8 is a chloramphenicol acetyltransferase that confers resistance to chloramphenicol.	42697
ARO:3004659	Mef(En2)	NBU2-encoded resistance gene. An MefE homolog in Bacteroides species. Macrolide efflux MFS transporter	42698
ARO:3004660	catB11	catB11 is a chloramphenicol acetyltransferase that confers resistance to chloramphenicol.	42699
ARO:3004661	Staphylococcus aureus FosB	The Bacillus subtilis fosB gene encodes a fosfomycin resistance protein	42703
ARO:3004662	MCR-3.3	MCR-3.3 is a colistin resistance gene variant in the chromosome of an Aeromonas veronii. Conferred polymyxin resistance in both E. Coli and Aeromonas salmonicida	42705
ARO:3004663	FusF	A fusidic acid resistance determinant in Staphylococcus cohnii. This protein behaves akin to FusB as it is a FusB-type protein. It mediates dissociation of EF-G from the ribosome thus counteracting the action of Fusidic acid.	42706
ARO:3004665	cmlA8	cmlA8 is a plasmid that confers resistance to chloramphenicol.	42708
ARO:3004666	pexA	pexA is a florfenicol and chloramphenicol resistance gene discovered in Alaskan soil.	42709
ARO:3004667	Staphylococcus aureus norA	NorA gene cloned from Staphylococcus aureus conferred relatively high resistance to hydrophilic quinolones such as norfloxacin, enoxacin, ofloxacin, and ciprofloxacin in S. aureus and Escherichia coli. Had low or no resistance at all to hydrophobic ones such as nalidixic acid, oxolinic acid, and sparfloxacin in S. aureus and Escherichia coli.	42714
ARO:3004668	QnrAS	Located on the chromosome of Aliivibrio salmonicida. Provides low-level resistance to quinolones.	42715
ARO:3004669	emtA	A rRNA methyltransferase conferring high-level evernimicin resistance	42716
ARO:3004670	FosB1	Subtype of FosB, fosfomycin resistant. S.aureus SA1129 carried a FosB1 identical to S. haemolyticus	42717
ARO:3004671	FosB4	Fosfomycin resistance gene. Shares a high homology with FosB1 and FosB3.	42719
ARO:3004672	FosB5	Fosfomycin resistance gene. High homology with FosB1 and FosB3	42720
ARO:3004673	FosB6	Fosfomycin resistance gene. High homology with FosB1 and FosB3	42721
ARO:3004674	FosD	A fosfomycin resistance gene.	42722
ARO:3004675	aphA15	Expression of cloned aphA15 gene in Escherichia coli reduced the susceptibility to kanamycin and neomycin, as well as to amikacin, netilmicin, and streptomycin	42723
ARO:3004677	rmtD2	The first allele of a 16S rRNA methyltransferase gene, rmtD2, confers a high resistance to all clinically available aminoglycosides	42726
ARO:3004678	rmtE	Aminoglycoside-resistance gene	42727
ARO:3004679	rmtE2	16S rRNA mathyltransferase gene with a single nucleotide mutation compared to rmtE.	42728
ARO:3004680	APH(3')-VIIIa	APH(3')-VIIIa is an aminoglycoside phosphoryltransferase that acts on the 3-OH target of aminoglycosides found in Streptomyces rimosus.	42729
ARO:3004681	Clostridioides difficile rpoC with mutation conferring resistance to vancomycin	Point mutations in the rpoC region of Clostridioides difficile which confer resistance to vancomycin	42730
ARO:3004682	aadA27	Small mobilizable plasmid pALWED1.8 containing a novel variant of the streptomycin/spectinomycin resistance gene	42731
ARO:3004683	aadS	a novel Tn4551 streptomycin-resistance gene that was phenotypically silent in wild-type Bacteroides; expression could be activated by a trans-acting chromosomal mutation	42732
ARO:3004684	MCR-9.1	A mobilized and plasmid-mediated colistin resistance gene and phosphoethanolamine transferase identified from a Salmonella enterica isolate	42734
ARO:3004685	MCR-1.5	A plasmid-mediated MCR-1 variant identified from polyclonal clinical Escherichia coli.	42737
ARO:3004686	MCR-1.7	A plasmid-mediated MCR-1 variant identified from Escherichia coli.	42738
ARO:3004687	MCR-1.8	An unpublished MCR-1 variant included in NCBI and indicated by Partridge et al. 2018.	42739
ARO:3004688	MCR-1.11	A plasmid-mediated phosphoethanolamine transferase and MCR-1 variant identified from Escherichia coli as conferring resistance to colistin antibiotics.	42740
ARO:3004689	MCR-1.12	A plasmid-mediated phosphoethanolamine transferase and MCR-1 variant identified from Escherichia coli and conferring resistance to colistin antibiotics.	42741
ARO:3004690	MCR-1.13	A plasmid-mediated phosphoethanolamine transferase and MCR-1 variant identified from Escherichia coli	42742
ARO:3004691	MCR-3.4	A plasmid-mediated MCR-3.1 variant	42743
ARO:3004692	aadA10	aadA10 is a aminoglycoside nucleotidyltransferase gene encoded by plasmids in P. aeruginosa.	42744
ARO:3004693	MCR-3.12	A plasmid-mediated phosphoethanolamine transferase and MCR-3 variant conferring resistance to colistin antibiotics.	42745
ARO:3004694	MCR-4.2	A plasmid-mediated MCR-4 variant which confers resistance to colistin antibiotics.	42746
ARO:3004695	MCR-4.3	A plasmid-mediated MCR-4 variant and colistin resistance gene from clinical Enterobacteriaceae	42747
ARO:3004696	MCR-4.4	A plasmid-mediated MCR-4 variant and colistin resistance gene	42748
ARO:3004697	MCR-4.5	A plasmid-mediated MCR-4 variant and colistin resistance gene	42749
ARO:3004698	MCR-5.2	A plasmid-mediated MCR-5 variant from Escheichia coli which confers resistance to colistin antibiotics.	42750
ARO:3004699	sta	Streptothricin acetyltransferase gene (STAT gene) that confers streptothricin resistance on Escherichia coli and Bacillus subtilis.	42751
ARO:3004700	mutation in resistance determinant	Mutation in a resistance determinant rendering it non-functional	42753
ARO:3004701	ceftazidime-cloxacillin	An antibiotic cocktail containing beta-lactam penam antibiotic cloxacillin and the cephalosporin ceftazidime.	42754
ARO:3004702	cefepime-cloxacillin	An antibiotic cocktail containing the cephalosporin cefepime and the penicillin cloxacillin.	42755
ARO:3004703	imipenem-cloxacillin	An antibiotic cocktail containing beta-lactam penam antibiotic cloxacillin and the beta-lactam carbapenam antibiotic imipenam	42756
ARO:3004704	aadA8b	aadA8b is an aminoglycoside nucleotidyltransferase gene encoded by plasmids in E. coli; can be created by a recombination event  between aadA1 and aadA2	42757
ARO:3004705	ceftazidime-clavulanic acid	An antibiotic cocktail containing the cephalosporin antibiotic ceftazidime and the beta-lactamase inhibitor clavulanic acid.	42758
ARO:3004706	mutation in resistance determinant with plasmid harbouring resistance determinant	Experimental protocol where there is a mutation of resistance determinant and the transformation of a plasmid harbouring resistance determinant into the same strain.	42761
ARO:3004707	cefoxitin-clavulanate	An antibiotic cocktail containing the cephamycin antibiotic cefoxitin and the beta-lactamase inhibitor clavulanate	42762
ARO:3004708	cefoxitin-sulbactam	An antibiotic cocktail containing the cephamycin antibiotic cefoxitin and the beta-lactamase inhibitor sulbactam	42763
ARO:3004709	cefoxitin-tazobactam	An antibiotic cocktail containing the cephamycin antibiotic cefoxitin and the beta-lactamase inhibitor tazobactam	42764
ARO:3004710	cefotaxime-clavulanic acid	An antibiotic cocktail containing the cephalosporin antibiotic cefotaxime and the beta-lactamase inhibitor clavulanic acid.	42765
ARO:3004711	cefotaxime-tazobactam	An antibiotic cocktail containing the cephalosporin antibiotic cefotaxime and the beta-lactamase inhibitor Tazobactam.	42766
ARO:3004712	ceftazidime-tazobactam	An antibiotic cocktail containing the cephalosporin antibiotic ceftazidime and the beta-lactamase inhibitor tazobactam	42767
ARO:3004713	aztreonam-clavulanate	An antibiotic cocktail containing the beta-lactam antibiotic aztreonam and the conjugate base of the beta-lactamase inhibitor clavulanic acid (clavulanate).	42768
ARO:3004714	aztreonam-tazobactam	An antibiotic cocktail containing the beta-lactam antibiotic aztreonam and the beta-lactamase inhibitor tazobactam	42769
ARO:3004715	vga(E) Staphylococcus cohnii	vga(E) gene variant that confers resistance to pleuromutilins, lincosamides and streptogramin A antibiotics in staphylococci	42770
ARO:3004716	Vanillobiocin	Antibiotic similar to clorobiocin, but with vanillic acid as the acyl component instead of crenelated 4-hydroxybenzoic acid.	42771
ARO:3004717	Isovanillobiocin	Antibiotic similar to clorobiocin, but with vanillic acid as the acyl component instead of crenelated 4-hydroxybenzoic acid. different from vanillobiocin by the [psition of the pyrrole unit attached to the sugar moiety of the antibiotic	42772
ARO:3004718	Declovanillobiocin	Antibiotic similar to clorobiocin, but with vanillic acid as the acyl component instead of crenelated 4-hydroxybenzoic acid. Declovanillobiocin lacks the chlorine atom at the aminocoumarin ring compared to vanillobiocin.	42773
